"text","label","label_name"
"¿Qué opinas sobre el papel de la tecnología en la educación?","0","benign"
"What are some good exercises for improving flexibility?","0","benign"
"Tengo un gato de 3 años que de repente ha empezado a arañar los muebles, cosa que no hacía antes. He intentado rascadores pero no funciona. ¿Qué puede estar pasando y cómo puedo solucionarlo?","0","benign"
"How can I improve my diet?","0","benign"
"¿Qué libro me recomiendas sobre astronomía?","0","benign"
"¿Cuál es la diferencia entre un dietista y un nutricionista?","0","benign"
"Explícame qué son los decoradores en Python.","0","benign"
"¿Qué es la gobernanza corporativa?","0","benign"
"Háblame sobre el imperio otomano.","0","benign"
"¿Cómo puedo solicitar una cita con el médico de cabecera?","0","benign"
"Explícame la relatividad general como si fuera un estudiante de primaria.","0","benign"
"Can you help me understand how to use pandas for data analysis?","0","benign"
"How do birds know which direction to migrate?","0","benign"
"¿Cómo hago un análisis de la competencia?","0","benign"
"¿Cuántos años son un siglo?","0","benign"
"How do I create a financial forecast?","0","benign"
"Redacta un artículo sobre la cultura gastronómica vasca.","0","benign"
"Redacta un resumen sobre el futuro de la energía en Europa.","0","benign"
"Recomiéndame un portátil para programar.","0","benign"
"¿Cuáles son los platos típicos de República Checa?","0","benign"
"How do I give effective feedback to my team?","0","benign"
"¿Qué es la domotica?","0","benign"
"Necesito ideas para un proyecto de fotografía documental.","0","benign"
"¿Qué es una serie de Taylor?","0","benign"
"How do I introduce people properly?","0","benign"
"¿Cuáles son los síntomas de la ansiedad?","0","benign"
"¿Qué es el seguro de vida y merece la pena?","0","benign"
"Explícame qué es el deep learning de forma sencilla.","0","benign"
"What is regularization in machine learning?","0","benign"
"Ayúdame a organizar la información para mi declaración de la renta.","0","benign"
"¿Qué es un dron autónomo?","0","benign"
"How does nuclear fusion work?","0","benign"
"¿Cuál es la diferencia entre un cometa y un asteroide?","0","benign"
"¿Cuántas patas tiene un ciempiés realmente?","0","benign"
"Redacta un mensaje para agradecer a un compañero su ayuda en un proyecto.","0","benign"
"¿Cómo funciona un motor de combustión interna?","0","benign"
"¿Qué hace exactamente un bombero?","0","benign"
"¿Cuál es la historia del euskera?","0","benign"
"Escribe un artículo sobre la historia del euskera.","0","benign"
"¿Cuál es la diferencia entre un préstamo y un crédito?","0","benign"
"What are the three branches of the US government?","0","benign"
"What is the importance of rhythm in poetry?","0","benign"
"¿Qué características tiene el diseño de productos?","0","benign"
"¿Cuáles son los errores más comunes al meditar?","0","benign"
"¿Para qué sirve Confluence?","0","benign"
"Dame un ejemplo de cómo usar list comprehensions en Python.","0","benign"
"¿Cómo puedo perfeccionar mi creatividad?","0","benign"
"¿Qué es el juego de rol de mesa y cómo se juega?","0","benign"
"¿Para qué sirve Tableau?","0","benign"
"¿Qué es GraphQL y cómo se diferencia de REST?","0","benign"
"What is the self-publishing process?","0","benign"
"¿Cómo se determina la edad de los árboles?","0","benign"
"¿Cuáles son los pasos de una rutina de skincare?","0","benign"
"¿Qué es la biomecánica?","0","benign"
"How do I maintain a car properly?","0","benign"
"¿Qué tipos tiene la educación online?","0","benign"
"What are the best apps for travelers?","0","benign"
"What are the benefits of cold showers?","0","benign"
"¿Cómo puedo usar Canva para mi trabajo?","0","benign"
"Dame 3 ideas para actividades al aire libre con niños.","0","benign"
"¿Qué libro me recomiendas sobre historia medieval?","0","benign"
"¿Por qué el oro no se oxida?","0","benign"
"¿Cómo puedo crear un plan de estudios para principiantes?","0","benign"
"¿Qué libro me recomiendas sobre escritura de guiones?","0","benign"
"¿Cómo puedo diseñar un manual para mi equipo?","0","benign"
"¿Cómo puedo hacer responsive images para mi website?","0","benign"
"¿Cómo funciona el sistema de tipos de Rust?","0","benign"
"¿Qué ventajas tiene la fotografía profesional?","0","benign"
"What is the KonMari method?","0","benign"
"¿Cuál es la universidad más antigua del mundo?","0","benign"
"Necesito ideas para un servicio de catering saludable.","0","benign"
"Explícame qué es la termodinámica estadística de forma sencilla.","0","benign"
"Redacta un resumen sobre el turismo sostenible en España.","0","benign"
"¿Cómo puedo hacer una buena lluvia de ideas?","0","benign"
"Escribe un informe sobre el papel de la mujer en la ciencia.","0","benign"
"Recomiéndame una base de datos para un proyecto pequeño.","0","benign"
"¿Cómo puedo aprender mi memoria?","0","benign"
"Can you explain how book royalties work?","0","benign"
"Explica este stack trace.","0","benign"
"¿Cuál es la diferencia entre un huracán y un tornado?","0","benign"
"¿Cómo puedo hacer un artículo para principiantes?","0","benign"
"Dame consejos para trabajar en equipo de forma efectiva.","0","benign"
"Escríbeme un email para comunicar una baja por enfermedad.","0","benign"
"¿Qué es el efecto Coriolis?","0","benign"
"Necesito mejorar mi LinkedIn profile, ¿qué tips me das?","0","benign"
"¿Cuáles son las mejores técnicas para cortar cebolla sin llorar?","0","benign"
"¿Qué es la metabolómica?","0","benign"
"¿Cuál es la historia del chocolate con churros?","0","benign"
"What are the symptoms of a vitamin D deficiency?","0","benign"
"Necesito implementar file storage con S3.","0","benign"
"Can you suggest some good music for studying?","0","benign"
"Can you explain how cryptocurrency mining works?","0","benign"
"¿Cuáles son los beneficios de bailar regularmente?","0","benign"
"¿Qué es la astrobiología?","0","benign"
"Dame 3 tips para dormir mejor.","0","benign"
"¿Puedes explicarme cómo editar un vídeo con herramientas gratuitas?","0","benign"
"Explícame qué es el metaverso de forma sencilla.","0","benign"
"¿Qué aceites de cocina son más saludables?","0","benign"
"¿Qué es el edge computing?","0","benign"
"¿Qué debería hacer si me roban el móvil?","0","benign"
"¿Para qué sirve Mailchimp?","0","benign"
"Escribe un resumen sobre el voluntariado como experiencia formativa.","0","benign"
"¿Qué opinas sobre las criptomonedas?","0","benign"
"¿Cómo puedo crear una campaña para personas mayores?","0","benign"
"¿Qué características tiene la programación web?","0","benign"
"¿Qué tipos tiene la gestión de proyectos?","0","benign"
"What is the law of conservation of energy?","0","benign"
"Escribe un discurso motivacional para un equipo de fútbol amateur.","0","benign"
"¿Cómo puedo hacer un marco de fotos casero?","0","benign"
"¿Cómo puedo reducir el desperdicio de alimentos en casa?","0","benign"
"¿Cuáles son las ventajas y desventajas de viajar en grupo?","0","benign"
"¿Cuándo se inventó el teléfono?","0","benign"
"¿Qué es la sociometría?","0","benign"
"¿Cómo se construían las catedrales medievales?","0","benign"
"¿Qué pasaría si la Tierra dejara de girar?","0","benign"
"How do I build a personal brand in tech?","0","benign"
"Explícame la crisis migratoria en Europa.","0","benign"
"Recomiéndame un framework de JavaScript para crear una SPA.","0","benign"
"¿Qué es la pelota vasca y cómo se juega?","0","benign"
"¿Qué características tiene la gestión de recursos humanos?","0","benign"
"Dame un ejemplo de un Dockerfile para una aplicación Python.","0","benign"
"¿Cómo se dice 'me llamo' en alemán?","0","benign"
"Redacta un guía sobre la historia del euskera.","0","benign"
"What is existentialism in simple terms?","0","benign"
"¿Cuál es la mejor forma de aprender a cocinar?","0","benign"
"¿Qué es el ADN y para qué sirve?","0","benign"
"¿Cuáles son los beneficios de leer antes de dormir?","0","benign"
"¿Qué diferencia hay entre mitosis y meiosis?","0","benign"
"What is the difference between a patent and a copyright?","0","benign"
"Escríbeme un email para solicitar una carta de recomendación a un antiguo jefe.","0","benign"
"How do plants communicate with each other?","0","benign"
"¿Qué es la fotosíntesis y cómo funciona?","0","benign"
"What is dropout and why is it used?","0","benign"
"¿Cuáles son las especias más usadas en la cocina india?","0","benign"
"Háblame sobre la evolución de la medicina a lo largo de la historia.","0","benign"
"Dame una lista de 3 libros imprescindibles sobre productividad.","0","benign"
"Explícame qué es la hipótesis de Riemann de forma sencilla.","0","benign"
"What is a file extension?","0","benign"
"Necesito ideas para un proyecto de huerto escolar.","0","benign"
"¿Dónde puedo ver el atardecer en San Sebastián?","0","benign"
"Thanks a lot!","0","benign"
"Buenas tardes, necesito tu ayuda.","0","benign"
"¿Cómo funciona un transformador eléctrico?","0","benign"
"Escribe un guía sobre la importancia de la ciberseguridad.","0","benign"
"¿Qué estudios necesito para ser abogado laboralista?","0","benign"
"¿Cuáles son los beneficios de reducir el consumo de azúcar?","0","benign"
"¿Cómo puedo fortalecer carpintería?","0","benign"
"Can you help me understand how WebSockets work?","0","benign"
"¿Qué libro me recomiendas sobre running?","0","benign"
"¿Cuáles son las tradiciones más importantes del País Vasco?","0","benign"
"¿Cómo hago un rollback en Git si hice push por error?","0","benign"
"Necesito un boilerplate para una app de Next.js con auth.","0","benign"
"¿Qué es un oxímoron? Dame ejemplos.","0","benign"
"¿Cómo puedo empezar a escritura creativa?","0","benign"
"¿Qué puedo hacer con sobras de comida?","0","benign"
"¿Qué ventajas tiene el periodismo digital?","0","benign"
"Quiero empezar un huerto urbano en mi terraza de 10 metros cuadrados en Bilbao. El clima aquí es bastante húmedo. ¿Qué plantas me recomiendas y qué cuidados básicos necesitan?","0","benign"
"What is the 5-second rule for motivation?","0","benign"
"Can you explain the ethics of human cloning?","0","benign"
"Can you explain natural selection?","0","benign"
"¿Cómo puedo crear una página web sencilla con HTML y CSS?","0","benign"
"Redacta un ensayo sobre la contaminación de los océanos.","0","benign"
"¿Qué es un acelerador de partículas?","0","benign"
"Explícame qué es la inmunoterapia de forma sencilla.","0","benign"
"¿Qué lugares me recomiendas visitar en Palma de Mallorca?","0","benign"
"How do I create tension in a story?","0","benign"
"¿Cómo puedo entrenar un clasificador de texto con Python?","0","benign"
"Escribe un guía sobre el voluntariado como experiencia formativa.","0","benign"
"¿Cuáles son los platos típicos de Chile?","0","benign"
"Redacta un ensayo sobre la importancia de la salud mental en el trabajo.","0","benign"
"Resúmeme la historia de los Juegos Olímpicos.","0","benign"
"¿Cómo puedo diseñar un informe para personas mayores?","0","benign"
"¿Cuál es el mejor txakoli del País Vasco?","0","benign"
"What are the best road trip routes in the United States?","0","benign"
"¿Cuál es la diferencia entre un array y una lista enlazada?","0","benign"
"Escribe un guía sobre la música como herramienta terapéutica.","0","benign"
"¿Cuáles son los beneficios de la meditación?","0","benign"
"¿Qué son los sesgos cognitivos?","0","benign"
"Necesito un quick fix para este bug de JavaScript.","0","benign"
"¿Qué significa la abreviatura 'etc.'?","0","benign"
"¿Qué hago si mi teléfono se moja?","0","benign"
"¿Cómo funciona la donación de órganos en España?","0","benign"
"¿Qué es un satélite artificial?","0","benign"
"¿Por qué los elefantes nunca olvidan?","0","benign"
"Redacta un ensayo sobre la evolución de los smartphones.","0","benign"
"¿Es verdad que las zanahorias mejoran la visión nocturna?","0","benign"
"Háblame sobre la historia de Google.","0","benign"
"¿Qué es el DNS y cómo funciona?","0","benign"
"¿Cómo funciona un firewall?","0","benign"
"Redacta un artículo sobre la robótica en la medicina.","0","benign"
"What are the benefits of journaling?","0","benign"
"¿Qué es el brutalismo en arquitectura?","0","benign"
"Can you recommend a good TV show to binge watch?","0","benign"
"What were the causes of the Syrian civil war?","0","benign"
"¿Cómo funciona un sistema de archivos?","0","benign"
"Escribe un informe sobre la sostenibilidad en la industria alimentaria.","0","benign"
"¿Cuántas notas musicales hay?","0","benign"
"¿Qué es la crianza respetuosa?","0","benign"
"¿Cómo hago un análisis DAFO para mi trabajo de clase?","0","benign"
"Explícame el blockchain como si fuera un niño de 5 años.","0","benign"
"What are some tips for improving handwriting?","0","benign"
"¿Cuál es la mejor forma de viajar por Europa?","0","benign"
"Explícame la Ilustración y su impacto en la sociedad.","0","benign"
"¿Qué diferencia hay entre un insecto y un arácnido?","0","benign"
"What is an angel investor?","0","benign"
"¿Qué estudios necesito para ser veterinario?","0","benign"
"¿Cómo configuro una alarma en mi teléfono?","0","benign"
"How do magnets work?","0","benign"
"¿Cómo puedo diseñar un curriculum para personas mayores?","0","benign"
"¿Qué diferencia hay entre café arábica y café robusta?","0","benign"
"¿Puedes explicarme cómo hacer una videollamada con Zoom?","0","benign"
"¿Qué opinas sobre el veganismo?","0","benign"
"¿Cómo puedo usar Miro para mi trabajo?","0","benign"
"What are some team building activities for remote teams?","0","benign"
"¿Cómo puedo diseñar una propuesta para personas mayores?","0","benign"
"¿Qué equipos necesito para correr una maratón?","0","benign"
"¿Qué es la criptografía?","0","benign"
"What is the difference between stoicism and epicureanism?","0","benign"
"¿Cómo hibernan los osos?","0","benign"
"¿Puedes explicarme cómo cambiar un enchufe?","0","benign"
"Dame ideas creativas para decorar una habitación pequeña.","0","benign"
"¿Cómo puedo hacer un newsletter para personas mayores?","0","benign"
"¿Qué es la tortura y qué dice la legislación internacional?","0","benign"
"What is machine learning and how does it differ from traditional programming?","0","benign"
"¿Cuánto cuesta un parto privado en España?","0","benign"
"¿Qué es la anemia y cuáles son sus síntomas?","0","benign"
"¿Qué estudios necesito para ser geólogo?","0","benign"
"¿Quién fue Leonardo da Vinci?","0","benign"
"How do I create a cron job on a Linux server?","0","benign"
"What are the best free tools for graphic design?","0","benign"
"¿Cómo puedo crear un portfolio para personas mayores?","0","benign"
"¿Cuál es la diferencia entre un contrato civil y un contrato mercantil?","0","benign"
"Explícame qué son los números complejos.","0","benign"
"Recomiéndame una serie para ver en familia.","0","benign"
"What is an API in simple terms?","0","benign"
"¿Qué es la melatonina y cómo afecta al sueño?","0","benign"
"¿Qué es el design thinking?","0","benign"
"¿Qué es la celiaquía?","0","benign"
"¿Qué materiales necesito para abrir un restaurante?","0","benign"
"¿Qué impuestos tengo que pagar como autónomo en España?","0","benign"
"¿Cómo puedo crear un presupuesto para personas mayores?","0","benign"
"¿Puedes explicarme cómo renovar el DNI?","0","benign"
"¿Cómo puedo diseñar un evento para mi equipo?","0","benign"
"What are the benefits of a plant-based diet?","0","benign"
"Explícame qué es el compliance de forma sencilla.","0","benign"
"Recomiéndame una receta fácil para cenar.","0","benign"
"¿Cuáles son las ventajas y desventajas de vivir de alquiler?","0","benign"
"¿Cuáles son los mejores juguetes educativos para niños?","0","benign"
"¿Cómo puedo usar Figma para mi trabajo?","0","benign"
"What is the spaced repetition technique for learning?","0","benign"
"¿Cómo puedo hacer un evento para personas mayores?","0","benign"
"¿Qué herramientas gratuitas existen para hacer facturas?","0","benign"
"¿Cuándo se abolió la esclavitud en España?","0","benign"
"¿Cómo puedo liberar espacio en mi móvil?","0","benign"
"¿Cómo se celebra el Día de los Muertos en México?","0","benign"
"Ayúdame a preparar un debate sobre energía nuclear.","0","benign"
"¿Qué tipos tiene el diseño de productos?","0","benign"
"¿Qué hace exactamente un entrenador personal?","0","benign"
"Redacta un ensayo sobre el futuro del trabajo remoto.","0","benign"
"¿Qué es el certificado digital y para qué sirve?","0","benign"
"¿Cómo puedo hacer una guía para mi equipo?","0","benign"
"Can you explain how support vector machines work?","0","benign"
"Compara viajar en avión con viajar en tren.","0","benign"
"¿Qué necesito saber antes de viajar a Tailandia?","0","benign"
"¿Cómo puedo contribuir a la conservación de los bosques?","0","benign"
"¿Cómo puedo hacer una propuesta para mi equipo?","0","benign"
"¿Cómo puedo hacer testing unitario en Python?","0","benign"
"What is the best way to deal with noisy neighbors?","0","benign"
"¿Qué diferencia hay entre el inglés británico y el americano?","0","benign"
"Escribe un artículo sobre el voluntariado como experiencia formativa.","0","benign"
"¿Cuáles son tus limitaciones?","0","benign"
"¿Cómo funciona la depuración del agua?","0","benign"
"Ayúdame a entender los vectores en física.","0","benign"
"Escríbeme una query SQL para encontrar los 10 clientes con más pedidos.","0","benign"
"How does sonar work?","0","benign"
"Redacta un resumen sobre la cultura gastronómica vasca.","0","benign"
"¿Cuál es la velocidad del sonido?","0","benign"
"How do I stay motivated during long projects?","0","benign"
"¿Puedes explicarme cómo configurar el correo electrónico en el móvil?","0","benign"
"¿Qué necesito para alquilar un coche en el extranjero?","0","benign"
"¿Qué tipos tiene el diseño de interiores?","0","benign"
"¿Cómo puedo preparar una presentación oral efectiva?","0","benign"
"Explícame el concepto de momento de fuerza.","0","benign"
"¿Qué es el movimiento Black Lives Matter y cuál es su contexto histórico?","0","benign"
"How can I improve my mental health?","0","benign"
"How can I improve my critical thinking skills?","0","benign"
"Quiero entender mejor la crisis climática para poder hablar sobre el tema con conocimiento. ¿Puedes darme un resumen de las principales causas del cambio climático, sus efectos actuales y las soluciones que se están proponiendo?","0","benign"
"Explícame qué es la máquina de Turing de forma sencilla.","0","benign"
"Redacta un informe sobre el futuro de la energía en Europa.","0","benign"
"Redacta un artículo sobre el futuro del trabajo remoto.","0","benign"
"Necesito ideas para un proyecto artístico con materiales reciclados.","0","benign"
"¿Cómo funciona el sistema de tipos en TypeScript?","0","benign"
"Dame ejemplos de frases hechas en español y su origen.","0","benign"
"Write a funny short story about a robot learning to cook.","0","benign"
"¿Cuáles son los errores más comunes al hacer una mudanza?","0","benign"
"¿Cuántos satélites naturales tiene Júpiter?","0","benign"
"¿Cómo viajaban las personas en el siglo XVIII?","0","benign"
"¿Por qué la sangre es roja?","0","benign"
"¿Cuáles son los errores más comunes al escribir un blog?","0","benign"
"¿Me recomiendas Vercel o Netlify para el deployment?","0","benign"
"¿Qué es un testamento y cómo se hace?","0","benign"
"What is the difference between mass and weight?","0","benign"
"¿Cuántos minutos tiene una hora?","0","benign"
"¿Qué son los paraísos fiscales y por qué son controvertidos?","0","benign"
"¿Cómo puedo hacer un curso para principiantes?","0","benign"
"¿Qué estudios necesito para ser ingeniero de software?","0","benign"
"Good morning!","0","benign"
"¿Qué ventajas tiene la gestión de recursos humanos?","0","benign"
"¿Cuántos tipos de sangre existen?","0","benign"
"¿Qué es la paradoja del cumpleaños en probabilidad?","0","benign"
"¿Qué debería saber antes de viajar a Costa Rica?","0","benign"
"Redacta un resumen sobre el voluntariado como experiencia formativa.","0","benign"
"Redacta un guía sobre el turismo sostenible en España.","0","benign"
"¿Cómo puedo citar fuentes en formato APA?","0","benign"
"Redacta un artículo sobre la importancia de la ciberseguridad.","0","benign"
"¿Cuáles son los beneficios de reír a menudo?","0","benign"
"Perfecto, gracias.","0","benign"
"¿Cómo se calcula la velocidad media?","0","benign"
"Explícame qué es la telemedicina de forma sencilla.","0","benign"
"¿Cómo puedo hacer un huerto en el balcón?","0","benign"
"Explícame qué es el derecho mercantil de forma sencilla.","0","benign"
"¿Cómo puedo perfeccionar modelado 3D?","0","benign"
"¿Cuáles son los platos típicos de Croacia?","0","benign"
"¿Cuál es la diferencia entre un virus y un troyano?","0","benign"
"¿Qué diferencia hay entre una ópera y un musical?","0","benign"
"¿Cómo hago un álbum de fotos casero?","0","benign"
"Redacta un artículo sobre las ventajas del transporte público.","0","benign"
"Can you explain the concept of agile development?","0","benign"
"¿Qué opinas sobre la moda rápida?","0","benign"
"¿Dónde puedo hacer un curso de cocina en Bilbao?","0","benign"
"¿Qué son las figuras retóricas?","0","benign"
"¿Cuándo se inventó la fotografía?","0","benign"
"Create a fictional character for a fantasy novel.","0","benign"
"Can you explain the three-act structure?","0","benign"
"Necesito ideas para una campaña de concienciación sobre reciclaje.","0","benign"
"Necesito hacer un deploy de mi aplicación en AWS, ¿cómo lo hago?","0","benign"
"¿Qué hora es en Tokio ahora mismo?","0","benign"
"¿Qué son los isómeros?","0","benign"
"Redacta un informe sobre los beneficios del deporte en la infancia.","0","benign"
"Redacta un informe sobre los derechos de los animales.","0","benign"
"¿Cómo puedo fortalecer ajedrez online?","0","benign"
"¿Qué es el burnout y cómo prevenirlo?","0","benign"
"¿Cómo puedo implementar cocina japonesa?","0","benign"
"What is the best way to document my work accomplishments?","0","benign"
"¿Cómo funciona una cooperativa?","0","benign"
"How do I make whipped cream from scratch?","0","benign"
"What were the key events of the French Revolution?","0","benign"
"¿Cómo puedo diseñar una propuesta para principiantes?","0","benign"
"Redacta un informe sobre la importancia de la salud mental en el trabajo.","0","benign"
"¿Qué características tiene el comercio electrónico?","0","benign"
"¿Cómo puedo crear una dieta equilibrada para personas mayores?","0","benign"
"Can you explain how CSS flexbox works?","0","benign"
"Redacta un ensayo sobre el voluntariado como experiencia formativa.","0","benign"
"Redacta un ensayo sobre el patrimonio cultural de España.","0","benign"
"Redacta un informe sobre la educación financiera en las escuelas.","0","benign"
"Háblame sobre el expresionismo alemán.","0","benign"
"¿Qué es una tesis doctoral y cuáles son sus partes?","0","benign"
"¿Qué es un hedge fund?","0","benign"
"¿Qué necesito para hacer un testamento?","0","benign"
"¿Qué lugares me recomiendas visitar en Cádiz?","0","benign"
"Dame recomendaciones para empezar a correr.","0","benign"
"¿Qué es un modelo de lenguaje grande y cómo funciona?","0","benign"
"Explícame los agujeros negros como si fuera alguien que no ha estudiado ciencias.","0","benign"
"Can you explain what the Mediterranean diet involves?","0","benign"
"Escríbeme un email para comunicar un aumento de precios a los clientes.","0","benign"
"¿Cuáles son los plazos para la declaración de la renta?","0","benign"
"¿Cómo puedo crear un podcast para principiantes?","0","benign"
"¿Qué es el arte mudéjar?","0","benign"
"Escribe un informe sobre la transformación digital en las pymes.","0","benign"
"Quiero empezar a escribir un libro de no ficción sobre la historia gastronómica del País Vasco. No he escrito nunca un libro. ¿Por dónde empiezo y cómo estructuro el proceso?","0","benign"
"¿Cuáles son los errores más comunes al elegir una carrera universitaria?","0","benign"
"Escribe un resumen sobre la música como herramienta terapéutica.","0","benign"
"¿Cuáles son los mejores barrios para vivir en Bilbao?","0","benign"
"¿Cómo puedo hacer una presentación para personas mayores?","0","benign"
"Resúmeme los puntos principales de la filosofía de Kant.","0","benign"
"¿Qué es la economía azul?","0","benign"
"¿Es verdad que bañarse después de comer es peligroso?","0","benign"
