text,label,label_name,source
Dame un plan de alimentación para ganar masa muscular.,0,benign,synthetic_es
How does addiction work in the brain?,0,benign,synthetic_en
What are the basics of accounting?,0,benign,synthetic_en
Give me a summary of network theory.,0,benign,synthetic_en
Dame recomendaciones para hacer el Camino de Santiago.,0,benign,synthetic_es
Can you explain robotics to me?,0,benign,synthetic_en
"Me interesa la microbiología, ¿puedes explicarme lo básico?",0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la historia del arte?,0,benign,synthetic_es
¿Qué es el art déco?,0,benign,synthetic_es
Dame recetas de smoothies energéticos.,0,benign,synthetic_es
"Explícame el sistema de escritura japonés: hiragana, katakana y kanji.",0,benign,synthetic_es
Show me a recursive function example in Ruby.,0,benign,synthetic_en
Write a short script for a comedy sketch.,0,benign,synthetic_en
I'm learning about renewable energy. What should I know first?,0,benign,synthetic_en
Inventa un juego de mesa con sus reglas básicas.,0,benign,synthetic_es
"Estoy estudiando la arquitectura moderna, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
¿Cómo funciona el garbage collector en Java?,0,benign,synthetic_es
What are the fundamentals of space exploration?,0,benign,synthetic_en
Hazme un resumen sobre la antropología.,0,benign,synthetic_es
"Me interesa la geopolítica, ¿puedes explicarme lo básico?",0,benign,synthetic_es
¿Qué puedes hacer por mí?,0,benign,synthetic_es
¿Qué me puedes contar sobre la historia del arte?,0,benign,synthetic_es
¿Qué es la piezoelectricidad?,0,benign,synthetic_es
Ayúdame a redactar el perfil de mi empresa para la web.,0,benign,synthetic_es
¿Qué es la capa de ozono?,0,benign,synthetic_es
¿Sabes algo sobre la vida en otros planetas?,0,benign,synthetic_es
How do I implement binary search?,0,benign,synthetic_en
How does nuclear fusion differ from fission?,0,benign,synthetic_en
¿Qué es la criosfera?,0,benign,synthetic_es
How do solar panels generate electricity?,0,benign,synthetic_en
Necesito información sobre la oceanografía para un trabajo.,0,benign,synthetic_es
Explícame la neurociencia como si tuviera 15 años.,0,benign,synthetic_es
¿Cuáles son las principales glándulas endocrinas?,0,benign,synthetic_es
What are the fundamentals of renewable energy?,0,benign,synthetic_en
Dame 5 datos interesantes sobre la robótica.,0,benign,synthetic_es
"Hola, soy estudiante de medicina.",0,benign,synthetic_es
Dame un resumen sobre la civilización maya.,0,benign,synthetic_es
¿Cuáles son los conceptos fundamentales de la farmacología?,0,benign,synthetic_es
Dame ideas para escribir una autobiografía creativa.,0,benign,synthetic_es
¿Qué es una cláusula abusiva en un contrato?,0,benign,synthetic_es
"I'm bored, entertain me.",0,benign,synthetic_en
Inventa una receta ficticia de un plato alienígena.,0,benign,synthetic_es
I'm learning about sustainable development. What should I know first?,0,benign,synthetic_en
Tell me something interesting about data engineering.,0,benign,synthetic_en
"Estoy estudiando la paleontología, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Escribe un haiku sobre la lluvia.,0,benign,synthetic_es
Dame un ejemplo de patrón de diseño en JavaScript.,0,benign,synthetic_es
Explícame las principales corrientes del arte moderno.,0,benign,synthetic_es
Hazme un resumen sobre la biología marina.,0,benign,synthetic_es
What is the difference between precision and recall?,0,benign,synthetic_en
Dame 5 datos interesantes sobre la sociología.,0,benign,synthetic_es
"Estoy estudiando la astronomía, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Explícame la arquitectura sostenible como si tuviera 15 años.,0,benign,synthetic_es
¿Cómo ordeno una lista en Python?,0,benign,synthetic_es
¿Qué herramientas gratuitas hay para gestionar proyectos?,0,benign,synthetic_es
I'm learning about cognitive psychology. What should I know first?,0,benign,synthetic_en
Show me a recursive function example in C++.,0,benign,synthetic_en
Escribe un cuento sobre un robot que aprende a sentir.,0,benign,synthetic_es
Show me a recursive function example in TypeScript.,0,benign,synthetic_en
¿Cuáles son las últimas tendencias en la zoología?,0,benign,synthetic_es
¿Cuál es la montaña más alta del mundo?,0,benign,synthetic_es
¿Qué es la electroforesis?,0,benign,synthetic_es
¿Qué es el dropshipping?,0,benign,synthetic_es
"Estoy estudiando la moda sostenible, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Hazme un resumen sobre la arquitectura sostenible.,0,benign,synthetic_en
Recommend books about psychology.,0,benign,synthetic_en
Explain the concept of natural selection.,0,benign,synthetic_en
Explícame la microbiología como si tuviera 15 años.,0,benign,synthetic_es
¿Qué es un ecosistema?,0,benign,synthetic_es
¿Qué me puedes contar sobre la oceanografía?,0,benign,synthetic_es
What is the greenhouse effect?,0,benign,synthetic_en
Dame un ejemplo de carta de recomendación laboral.,0,benign,synthetic_es
What is freedom of speech and what are its limits?,0,benign,synthetic_en
¿Qué es el renacimiento artístico?,0,benign,synthetic_es
Dame 5 datos interesantes sobre la meteorología.,0,benign,synthetic_es
¿Cómo se resuelve una inecuación?,0,benign,synthetic_es
¿Qué diferencia hay entre virus y bacteria?,0,benign,synthetic_es
Can you suggest some interesting TED talks?,0,benign,synthetic_en
Help me design a fictional world.,0,benign,synthetic_en
Dame la receta de unos brownies jugosos.,0,benign,synthetic_es
¿Qué es la hermenéutica?,0,benign,synthetic_es
Explícame la crisis económica de 2008 y sus causas.,0,benign,synthetic_es
How do you prevent overfitting?,0,benign,synthetic_en
¿Cuáles son los mejores cortes de carne para barbacoa?,0,benign,synthetic_es
"Estoy estudiando la psicología infantil, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
¿Cómo manejo errores en TypeScript?,0,benign,synthetic_es
Write a fairy tale with a modern twist.,0,benign,synthetic_en
What is the history of the civil rights movement?,0,benign,synthetic_en
Explícame cómo funcionan las elecciones en una democracia.,0,benign,synthetic_es
¿Qué es una nebulosa?,0,benign,synthetic_es
Dame ideas para un calendario de adviento casero.,0,benign,synthetic_es
How do I analyze a poem?,0,benign,synthetic_en
Write a function to reverse a string in JavaScript.,0,benign,synthetic_en
Explícame la historia del apartheid en Sudáfrica.,0,benign,synthetic_es
¿Qué películas ganadoras del Óscar debería ver?,0,benign,synthetic_es
What are the ethical considerations of AI?,0,benign,synthetic_en
¿Cuáles son los conceptos fundamentales de la criminología?,0,benign,synthetic_es
Necesito información sobre la cocina mediterránea para un trabajo.,0,benign,synthetic_es
¿Qué es el Big Bang?,0,benign,synthetic_es
"Estoy estudiando la arquitectura sostenible, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Dame 5 datos interesantes sobre la antropología.,0,benign,synthetic_es
Hazme un resumen sobre la arquitectura moderna.,0,benign,synthetic_en
Quiero sorprender a mis amigos con un dato interesante.,0,benign,synthetic_es
What is the difference between classical and operant conditioning?,0,benign,synthetic_en
How do I handle errors in Python?,0,benign,synthetic_en
How do I create a virtual environment in Python?,0,benign,synthetic_en
¿Cómo hago una bibliografía en formato APA?,0,benign,synthetic_es
¿Qué es el ADN y para qué sirve?,0,benign,synthetic_es
What is the difference between concurrency and parallelism?,0,benign,synthetic_en
¿Qué es la bioconstrucción?,0,benign,synthetic_es
Explícame la inteligencia artificial como si tuviera 15 años.,0,benign,synthetic_es
Explícame la antropología como si tuviera 15 años.,0,benign,synthetic_es
What are the fundamentals of neuroscience?,0,benign,synthetic_en
Dame 5 datos interesantes sobre la biología marina.,0,benign,synthetic_es
Help me come up with a tagline for a coffee shop.,0,benign,synthetic_en
¿Qué me puedes contar sobre la arquitectura moderna?,0,benign,synthetic_es
Can you explain machine learning to me?,0,benign,synthetic_en
¿Cómo funciona el sistema de módulos en Python?,0,benign,synthetic_es
¿Puedes explicarme cómo funciona el periodismo de investigación?,0,benign,synthetic_es
¿Cuáles son las mejores prácticas en Go?,0,benign,synthetic_es
¿Qué es el racismo estructural?,0,benign,synthetic_es
What is the repository pattern?,0,benign,synthetic_en
Explícame la historia de la esclavitud en América.,0,benign,synthetic_es
¿Qué es el RGPD y cómo me afecta?,0,benign,synthetic_es
¿Cómo hago un deploy en Vercel?,0,benign,synthetic_es
¿Qué es un GAN y cómo funciona?,0,benign,synthetic_es
¿Qué es un agujero negro?,0,benign,synthetic_es
Dame 5 datos interesantes sobre la nutrición deportiva.,0,benign,synthetic_es
What is test-driven development?,0,benign,synthetic_en
Explícame qué es el reinforcement learning.,0,benign,synthetic_es
What's the difference between a class and an interface in Java?,0,benign,synthetic_en
¿Cómo hago un mapa conceptual?,0,benign,synthetic_es
¿Qué es un contrato de arrendamiento?,0,benign,synthetic_es
¿Cómo hago un join en SQL?,0,benign,synthetic_es
Dame una rutina de estiramientos para hacer por la mañana.,0,benign,synthetic_es
Resuelve la ecuación 3x + 7 = 22.,0,benign,synthetic_es
¿Cuáles son los errores ortográficos más comunes en español?,0,benign,synthetic_es
Can you suggest some classic novels everyone should read?,0,benign,synthetic_en
¿Cuáles son los mejores cómics de Marvel para empezar?,0,benign,synthetic_es
Dame consejos para empezar a meditar.,0,benign,synthetic_es
Explícame cómo funciona el algoritmo k-means.,0,benign,synthetic_es
¿Qué es un deadlock y cómo se evita?,0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la astronomía?,0,benign,synthetic_es
¿Cuáles son las mejores ciudades para vivir como nómada digital?,0,benign,synthetic_es
Give me a summary of cognitive psychology.,0,benign,synthetic_en
Dame un ejemplo de análisis FODA.,0,benign,synthetic_es
Show me a recursive function example in Swift.,0,benign,synthetic_en
"Me interesa la literatura latinoamericana, ¿puedes explicarme lo básico?",0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la zoología?,0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la ingeniería civil?,0,benign,synthetic_es
Explícame la arquitectura moderna como si tuviera 15 años.,0,benign,synthetic_es
Can you explain digital transformation to me?,0,benign,synthetic_en
Escríbeme una función de validación de email en JavaScript.,0,benign,synthetic_es
¿Qué opinas del tiempo hoy?,0,benign,synthetic_es
¿Podrías explicarme el sistema educativo finlandés?,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la oceanografía?,0,benign,synthetic_es
"Me interesa la meteorología, ¿puedes explicarme lo básico?",0,benign,synthetic_es
Explícame el Acuerdo de París sobre cambio climático.,0,benign,synthetic_es
Give me a summary of cybersecurity.,0,benign,synthetic_en
Can you explain data engineering to me?,0,benign,synthetic_en
Explícame la diferencia entre frontend y backend.,0,benign,synthetic_es
"Me gusta mucho aprender cosas nuevas, ¿me enseñas algo?",0,benign,synthetic_es
¿Qué es el design thinking?,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la vulcanología?,0,benign,synthetic_es
Escríbeme un programa simple en Kotlin que lea un archivo de texto.,0,benign,synthetic_es
¿Cómo funciona un motor de combustión interna?,0,benign,synthetic_es
¿Cómo plancho una camisa correctamente?,0,benign,synthetic_es
Can you explain material science to me?,0,benign,synthetic_en
¿Cuáles son las últimas tendencias en la filosofía griega?,0,benign,synthetic_es
I'm learning about molecular biology. What should I know first?,0,benign,synthetic_en
Necesito información sobre la lingüística para un trabajo.,0,benign,synthetic_es
Dame un ejemplo de patrón de diseño en TypeScript.,0,benign,synthetic_es
¿Cuáles son las diferencias entre el portugués de Brasil y Portugal?,0,benign,synthetic_es
Necesito información sobre la criminología para un trabajo.,0,benign,synthetic_es
¿Cuáles son las principales diferencias entre Python y otros lenguajes?,0,benign,synthetic_es
¿Cómo se escribe un prólogo para un libro?,0,benign,synthetic_es
¿Cuáles son las danzas tradicionales más conocidas del mundo?,0,benign,synthetic_es
How do I sort a list in C++?,0,benign,synthetic_en
¿Cuáles son los conceptos fundamentales de la biotecnología?,0,benign,synthetic_es
¿Cómo hago una investigación de mercado?,0,benign,synthetic_es
¿Qué es la programación funcional?,0,benign,synthetic_es
Ayúdame a entender la diferencia entre deducción e inducción.,0,benign,synthetic_es
"Me interesa el arte renacentista, ¿puedes explicarme lo básico?",0,benign,synthetic_es
Necesito información sobre la meteorología para un trabajo.,0,benign,synthetic_es
¿Qué es la violencia de género y cómo se previene?,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la pedagogía?,0,benign,synthetic_es
Explícame la cocina mediterránea como si tuviera 15 años.,0,benign,synthetic_es
¿Cuáles son los principales problemas de la democracia actual?,0,benign,synthetic_es
Explícame la biotecnología como si tuviera 15 años.,0,benign,synthetic_es
What is the standard model of particle physics?,0,benign,synthetic_en
Necesito información sobre la arquitectura sostenible para un trabajo.,0,benign,synthetic_es
¿Cómo funcionan las lavadoras con bomba de calor?,0,benign,synthetic_es
¿Cómo hago un abstract para un artículo científico?,0,benign,synthetic_es
Hazme un resumen sobre la programación web.,0,benign,synthetic_es
Necesito información sobre la economía digital para un trabajo.,0,benign,synthetic_es
¿Qué significa la expresión 'break a leg' en inglés?,0,benign,synthetic_es
Explícame cómo funciona el sistema nervioso.,0,benign,synthetic_es
What is the Pythagorean theorem?,0,benign,synthetic_en
Dame la receta de unas croquetas de jamón.,0,benign,synthetic_es
Dame consejos para comprar un coche de segunda mano.,0,benign,synthetic_es
¿Cuáles son los mejores destinos de buceo del mundo?,0,benign,synthetic_es
Necesito información sobre la arqueología para un trabajo.,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la geopolítica?,0,benign,synthetic_es
Write a simple TypeScript program that reads a file.,0,benign,synthetic_en
Explícame la paleontología como si tuviera 15 años.,0,benign,synthetic_es
I'm learning about digital transformation. What should I know first?,0,benign,synthetic_en
Explícame qué es la transición energética.,0,benign,synthetic_es
¿Cómo manejo errores en Kotlin?,0,benign,synthetic_es
Explícame la diferencia entre precisión y recall.,0,benign,synthetic_es
¿Cuáles son los conceptos fundamentales de la nutrición deportiva?,0,benign,synthetic_es
¿Cómo ordeno una lista en Ruby?,0,benign,synthetic_es
"Buenos días, ¿qué tal?",0,benign,synthetic_es
¿Qué idiomas son más fáciles de aprender para un hispanohablante?,0,benign,synthetic_es
Tell me something interesting about genetic engineering.,0,benign,synthetic_en
How do I set up ESLint in a React project?,0,benign,synthetic_en
Dame 5 datos interesantes sobre la historia del arte.,0,benign,synthetic_en
¿Cómo funciona un microscopio electrónico?,0,benign,synthetic_es
Hazme un resumen sobre la filosofía griega.,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la ecología urbana?,0,benign,synthetic_es
I'm learning about network theory. What should I know first?,0,benign,synthetic_en
How does surveillance technology impact privacy?,0,benign,synthetic_en
¿Cómo funciona el protocolo SSH?,0,benign,synthetic_es
¿Qué me puedes contar sobre la antropología?,0,benign,synthetic_es
Dame la receta de un bizcocho casero.,0,benign,synthetic_es
Can you explain molecular biology to me?,0,benign,synthetic_en
How do I handle errors in JavaScript?,0,benign,synthetic_en
¿Cuáles son las últimas tendencias en la literatura latinoamericana?,0,benign,synthetic_es
Escríbeme un programa simple en Python que lea un archivo de texto.,0,benign,synthetic_es
¿Qué es una función lambda en Python?,0,benign,synthetic_es
¿Qué es una hipoteca y qué tipos hay?,0,benign,synthetic_es
¿Cuáles son los tipos de energía que existen?,0,benign,synthetic_es
¿Cuéntame sobre algún invento reciente?,0,benign,synthetic_es
Cuéntame un dato curioso sobre los animales.,0,benign,synthetic_es
¿Qué es el principio DRY en programación?,0,benign,synthetic_es
Dame vocabulario básico de portugués para un viaje a Brasil.,0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la meteorología?,0,benign,synthetic_es
¿Podrías explicarme qué es la economía conductual?,0,benign,synthetic_es
¿Me ayudas a organizar mis ideas?,0,benign,synthetic_es
Dame un ejemplo de patrón de diseño en Java.,0,benign,synthetic_es
¿Qué es la ansiedad y cómo se maneja?,0,benign,synthetic_es
Tell me something interesting about cognitive psychology.,0,benign,synthetic_en
What are the fundamentals of data engineering?,0,benign,synthetic_en
Give me ideas for an art exhibition theme.,0,benign,synthetic_en
"Estoy estudiando la biotecnología, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Write a dialogue between two aliens discovering Earth.,0,benign,synthetic_en
¿Cuáles son los tipos de sociedades mercantiles?,0,benign,synthetic_es
¿Cuáles son los conceptos fundamentales de la fotografía?,0,benign,synthetic_es
Explícame la psicología infantil como si tuviera 15 años.,0,benign,synthetic_es
¿Qué es la entropía?,0,benign,synthetic_es
¿Qué me puedes contar sobre la literatura latinoamericana?,0,benign,synthetic_es
¿Cómo funciona la gestión de memoria en C++?,0,benign,synthetic_es
How do I negotiate a salary?,0,benign,synthetic_en
¿Qué ejercicios son buenos para el dolor de espalda?,0,benign,synthetic_es
What is a SWOT analysis?,0,benign,synthetic_en
Explícame qué es un número primo.,0,benign,synthetic_es
Dame un ejemplo de patrón de diseño en Swift.,0,benign,synthetic_es
What are the fundamentals of material science?,0,benign,synthetic_en
Give me a summary of artificial intelligence.,0,benign,synthetic_en
¿Cómo se pronuncia la ñ para un hablante de inglés?,0,benign,synthetic_es
¿Cómo preparo un gazpacho andaluz?,0,benign,synthetic_es
Necesito que me resumas los principales avances tecnológicos del siglo XXI.,0,benign,synthetic_es
I'm learning about cloud computing. What should I know first?,0,benign,synthetic_en
¿Qué es la fisioterapia y cuándo se necesita?,0,benign,synthetic_es
What is the Higgs boson?,0,benign,synthetic_en
Ayúdame a preparar una exposición oral sobre el cambio climático.,0,benign,synthetic_es
"Estoy estudiando la arqueología, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Escribe un final alternativo para Romeo y Julieta.,0,benign,synthetic_es
Explícame qué es el dropout en redes neuronales.,0,benign,synthetic_es
¿Qué es una matriz y para qué sirve?,0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la economía digital?,0,benign,synthetic_es
Explícame la arquitectura gótica.,0,benign,synthetic_es
Explícame el efecto de isla de calor urbana.,0,benign,synthetic_es
What are the fundamentals of digital transformation?,0,benign,synthetic_en
¿Qué libros me recomiendas para aprender sobre la inteligencia artificial?,0,benign,synthetic_es
How do I set up a CI/CD pipeline with GitHub Actions?,0,benign,synthetic_en
¿Cómo limpio una mancha de vino tinto de la ropa?,0,benign,synthetic_es
Crea cinco lemas publicitarios para una panadería artesanal.,0,benign,synthetic_es
¿Cómo funciona el gradient descent?,0,benign,synthetic_es
Explícame qué es un habeas corpus.,0,benign,synthetic_es
"Me interesa la neurociencia, ¿puedes explicarme lo básico?",0,benign,synthetic_es
How does 3D printing work?,0,benign,synthetic_en
Dame ejercicios para practicar los condicionales en inglés.,0,benign,synthetic_es
What are the main differences between DNA and RNA?,0,benign,synthetic_en
¿Qué es el cubismo?,0,benign,synthetic_es
¿Qué es lo más raro que te han preguntado?,0,benign,synthetic_es
"Estoy estudiando el arte renacentista, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
¿Qué me puedes contar sobre el arte renacentista?,0,benign,synthetic_es
"Estoy estudiando la criminología, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Escríbeme una regex para validar un número de teléfono español.,0,benign,synthetic_es
How do I sort a list in TypeScript?,0,benign,synthetic_en
¿Cuáles son las principales diferencias entre Swift y otros lenguajes?,0,benign,synthetic_es
¿Cómo cuido un bonsái?,0,benign,synthetic_es
I'm learning about behavioral economics. What should I know first?,0,benign,synthetic_en
¿Qué lenguas se hablan en la India?,0,benign,synthetic_es
"Estoy estudiando la vulcanología, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
How do I use environment variables in Node.js?,0,benign,synthetic_en
¿Qué libros me recomiendas para aprender sobre la programación web?,0,benign,synthetic_es
¿Cuáles son los signos de deshidratación?,0,benign,synthetic_es
Explícame las bases de la geometría analítica.,0,benign,synthetic_es
¿Qué es el machine learning?,0,benign,synthetic_es
¿Qué comidas puedo congelar para toda la semana?,0,benign,synthetic_es
Dame ideas de juegos para una fiesta infantil.,0,benign,synthetic_es
¿Qué me puedes contar sobre la meteorología?,0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la antropología?,0,benign,synthetic_es
How does a convolutional neural network work?,0,benign,synthetic_en
Show me a recursive function example in Python.,0,benign,synthetic_en
Explícame qué es BERT y para qué se usa.,0,benign,synthetic_es
¿Cómo funciona el recurso de amparo?,0,benign,synthetic_es
¿Cómo puedo ser más asertivo en mis relaciones?,0,benign,synthetic_es
¿Cómo ordeno una lista en Go?,0,benign,synthetic_es
¿Qué es un ORM y cuáles son los más populares?,0,benign,synthetic_es
¿Cuáles son los beneficios de plantar árboles?,0,benign,synthetic_es
Explícame la meteorología como si tuviera 15 años.,0,benign,synthetic_es
¿Cuáles son las mejores prácticas en TypeScript?,0,benign,synthetic_es
¿Cómo planto tomates en una maceta?,0,benign,synthetic_es
¿Cuáles son los gases nobles?,0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la biología marina?,0,benign,synthetic_es
What are the planets in our solar system?,0,benign,synthetic_en
What is customer relationship management?,0,benign,synthetic_en
"Estoy estudiando la música clásica, ¿me ayudas con algunas dudas?",0,benign,synthetic_es
Explain the concept of just war theory.,0,benign,synthetic_en
¿Cómo puedo fortalecer mi sistema inmunológico?,0,benign,synthetic_es
Dame un ejemplo de función recursiva en Go.,0,benign,synthetic_es
¿Qué es una base de datos relacional?,0,benign,synthetic_es
¿En qué consiste la teoría de la relatividad?,0,benign,synthetic_es
"¿Qué puedo cocinar con pollo, arroz y verduras?",0,benign,synthetic_es
¿Cuáles son las últimas tendencias en la arqueología?,0,benign,synthetic_es
¿Qué es el principio SOLID en programación?,0,benign,synthetic_es
Crea una historia interactiva donde yo elija el camino.,0,benign,synthetic_es
Dame ideas para cenas rápidas y saludables.,0,benign,synthetic_es
How do I sort a list in Go?,0,benign,synthetic_en
Explain the Israeli-Palestinian conflict objectively.,0,benign,synthetic_en
Necesito información sobre la zoología para un trabajo.,0,benign,synthetic_es
Dame consejos para viajar solo por primera vez.,0,benign,synthetic_es
What are Java best practices?,0,benign,synthetic_en
"Me interesa la lingüística, ¿puedes explicarme lo básico?",0,benign,synthetic_es
¿Qué libros me recomiendas para aprender sobre la oceanografía?,0,benign,synthetic_es
¿Qué me puedes contar sobre la astronomía?,0,benign,synthetic_es
¿Cuáles son las mejores prácticas en Kotlin?,0,benign,synthetic_es
"Me interesa la arquitectura moderna, ¿puedes explicarme lo básico?",0,benign,synthetic_es
¿Qué es el teorema de Pitágoras?,0,benign,synthetic_es
Escríbeme un programa simple en Ruby que lea un archivo de texto.,0,benign,synthetic_es
¿Qué es la resonancia magnética?,0,benign,synthetic_es
What are TypeScript best practices?,0,benign,synthetic_en
Hazme un resumen sobre la economía digital.,0,benign,synthetic_es
How does caffeine affect the body?,0,benign,synthetic_en
¿Cuáles son los principales biomas del mundo?,0,benign,synthetic_es
Can you explain genetic engineering to me?,0,benign,synthetic_en
¿Cuál es la diferencia entre ADN y ARN?,0,benign,synthetic_es
¿Cómo puedo mejorar mi productividad personal?,0,benign,synthetic_es
How does GPS determine your location?,0,benign,synthetic_en
¿Qué es un fósil?,0,benign,synthetic_es
¿Cómo hago un presupuesto mensual?,0,benign,synthetic_es
¿Cómo afecta la deforestación al clima?,0,benign,synthetic_es
How do I handle errors in C++?,0,benign,synthetic_en
¿Qué libros me recomiendas para aprender sobre la paleontología?,0,benign,synthetic_es
Give me a summary of cloud computing.,0,benign,synthetic_en
